temp,cnt
0.32,35
0.5,178
0.62,226
0.6,27
0.62,8
0.46,89
0.14,8
0.28,135
0.42,148
0.66,8
0.3,223
0.3,126
0.14,15
0.6,125
0.3,105
0.62,129
0.44,174
0.4,11
0.26,65
0.3,25
0.34,71
0.7,181
0.68,8
0.28,18
0.42,200
0.48,31
0.62,14
0.7,2
0.5,512
0.54,127
0.26,243
0.36,201
0.36,225
0.5,162
0.76,302
0.42,34
0.82,504
0.54,151
0.18,56
0.4,596
0.2,400
0.3,65
0.5,225
0.54,428
0.56,194
0.46,837
0.36,256
0.34,8
0.4,140
0.56,18
0.3,64
0.56,6
0.82,123
0.64,26
0.26,127
0.36,108
0.04,3
0.66,8
0.5,169
0.22,20
0.32,69
0.24,16
0.2,267
0.44,35
0.52,183
0.58,6
0.62,8
0.6,10
0.32,245
0.34,78
0.64,9
0.64,61
0.64,667
0.56,286
0.74,359
0.34,4
0.32,546
0.16,25
0.22,581
0.4,235
0.26,23
0.22,36
0.62,104
0.26,6
0.76,360
0.42,103
0.54,2
0.18,52
0.74,796
0.42,33
0.6,27
0.14,7
0.6,727
0.66,194
0.52,34
0.7,4
0.62,25
0.76,202
0.48,124
0.86,494
0.62,64
0.34,3
0.14,196
0.6,8
0.52,12
0.72,857
0.68,36
0.32,54
0.58,162
0.7,6
0.8,260
0.42,330
0.7,538
0.4,86
0.34,18
0.56,201
0.34,113
0.58,351
0.7,245
0.32,224
0.34,174
0.64,275
0.52,59
0.38,34
0.66,319
0.1,2
0.18,4
0.7,424
0.52,49
0.52,567
0.42,23
0.3,141
0.42,407
0.58,94
0.56,296
0.46,143
0.72,367
0.18,19
0.46,129
0.68,5
0.4,5
0.22,18
0.42,25
0.42,134
0.14,64
0.6,276
0.34,95
0.62,263
0.36,372
0.14,18
0.46,620
0.72,408
0.5,304
0.26,50
0.56,379
0.4,360
0.4,33
0.32,31
0.9,238
0.72,414
0.26,2
0.22,97
0.54,23
0.3,62
0.82,206
0.8,367
0.24,5
0.64,594
0.22,14
0.38,53
0.42,210
0.36,244
0.64,206
0.62,442
0.78,491
0.54,121
0.64,32
0.64,282
0.82,280
0.9,401
0.36,168
0.38,37
0.4,191
0.7,145
0.26,154
0.74,195
0.22,1
0.36,9
0.6,27
0.2,4
0.74,396
0.2,26
0.14,23
0.48,3
0.82,479
0.12,10
0.6,35
0.42,319
0.64,235
0.74,260
0.54,333
0.86,208
0.6,294
0.38,378
0.32,47
0.36,27
0.3,15
0.14,57
0.56,270
0.8,891
0.62,316
0.5,9
0.52,169
0.36,114
0.56,459
0.28,3
0.6,668
0.34,5
0.52,17
0.72,236
0.32,302
0.22,83
0.3,147
0.52,17
0.28,70
0.54,250
0.74,66
0.36,21
0.46,3
0.36,39
0.44,33
0.64,460
0.5,128
0.28,530
0.28,137
0.72,744
0.4,69
0.78,395
0.8,231
0.36,163
0.52,75
0.42,73
0.84,244
0.3,4
0.82,90
0.76,241
0.26,2
0.36,99
0.54,8
0.44,114
0.54,178
0.36,369
0.34,129
0.52,41
0.56,844
0.14,59
0.54,106
0.52,223
0.8,356
0.62,21
0.4,2
0.72,391
0.7,380
0.68,237
0.44,228
0.24,205
0.42,8
0.2,281
0.52,172
0.52,547
0.38,79
0.46,147
0.34,74
0.56,603
0.6,442
0.16,110
0.4,4
0.46,18
0.4,468
0.36,140
0.74,301
0.52,8
0.7,143
0.38,158
0.64,162
0.72,150
0.22,70
0.6,297
0.32,104
0.22,8
0.54,145
0.3,167
0.66,585
0.3,118
0.12,123
0.24,97
0.22,68
0.36,213
0.72,275
0.34,224
0.26,181
0.56,419
0.76,183
0.52,40
0.4,81
0.52,32
0.46,6
0.28,37
0.2,64
0.6,351
0.64,161
0.5,76
0.26,27
0.66,53
0.52,15
0.46,31
0.36,174
0.9,430
0.62,342
0.82,416
0.32,20
0.74,231
0.66,220
0.38,23
0.4,130
0.3,317
0.36,135
0.26,4
0.64,122
0.3,62
0.42,363
0.28,12
0.34,201
0.36,241
0.46,92
0.4,17
0.26,205
0.38,236
0.42,217
0.38,94
0.86,198
0.6,279
0.66,42
0.34,83
0.22,31
0.56,8
0.62,6
0.32,211
0.62,193
0.82,470
0.42,9
0.72,609
0.7,292
0.76,283
0.7,151
0.64,402
0.64,531
0.56,6
0.16,2
0.86,810
0.7,90
0.76,487
0.46,84
0.32,10
0.24,110
0.8,795
0.62,241
0.62,334
0.78,323
0.34,111
0.34,8
0.82,365
0.2,132
0.52,221
0.3,68
0.7,154
0.32,89
0.5,25
0.74,460
0.76,274
0.32,112
0.68,579
0.56,9
0.28,80
0.64,224
0.72,835
0.54,56
0.26,9
0.52,59
0.48,301
0.5,114
0.34,2
0.5,822
0.4,405
0.46,303
0.76,7
0.62,459
0.42,13
0.42,330
0.7,9
0.66,254
0.3,668
0.7,760
0.5,260
0.3,31
0.64,179
0.32,51
0.38,280
0.3,150
0.46,119
0.28,215
0.28,65
0.6,457
0.6,194
0.24,2
0.84,584
0.82,349
0.32,47
0.7,227
0.28,45
0.66,426
0.6,462
0.44,759
0.6,165
0.36,126
0.4,55
0.7,93
0.3,95
0.7,101
0.42,183
0.6,328
0.34,277
0.32,79
0.44,267
0.26,22
0.2,45
0.42,334
0.6,164
0.62,148
0.42,21
0.3,28
0.74,823
0.32,154
0.64,268
0.6,673
0.4,170
0.24,100
0.4,355
0.28,10
0.2,2
0.34,26
0.56,10
0.64,24
0.36,182
0.46,78
0.66,313
0.26,14
0.64,120
0.86,492
0.56,324
0.72,187
0.7,30
0.6,125
0.16,1
0.62,51
0.64,338
0.12,4
0.2,18
0.38,563
0.2,74
0.48,21
0.54,163
0.76,449
0.74,346
0.64,315
0.64,155
0.22,47
0.6,492
0.6,40
0.7,220
0.34,163
0.48,304
0.6,319
0.52,89
0.68,246
0.28,101
0.14,235
0.32,472
0.38,118
0.7,632
0.46,320
0.28,64
0.74,404
0.74,242
0.34,37
0.44,179
0.14,5
0.68,132
0.52,545
0.54,408
0.64,233
0.66,82
0.72,4
0.38,19
0.62,539
0.46,260
0.56,766
0.46,7
0.64,328
0.76,267
0.44,321
0.7,6
0.44,614
0.6,282
0.86,491
0.74,126
0.4,580
0.4,241
0.58,260
0.34,120
0.16,36
0.24,15
0.62,678
0.38,8
0.6,2
0.3,181
0.22,1
0.66,3
0.52,152
0.6,248
0.62,50
0.16,76
0.52,317
0.8,913
0.72,894
0.76,539
0.46,48
0.62,220
0.24,59
0.36,219
0.26,102
0.62,21
0.36,654
0.8,368
0.26,62
0.44,257
0.6,2
0.66,899
0.68,5
0.36,111
0.46,79
0.32,136
0.56,205
0.58,362
0.42,243
0.78,259
0.26,87
0.7,390
0.22,99
0.74,149
0.24,25
0.36,124
0.34,255
0.56,48
0.66,489
0.9,302
0.7,5
0.8,244
0.24,33
0.7,405
0.2,217
0.34,110
0.56,328
0.66,6
0.92,196
0.34,180
0.66,402
0.42,268
0.5,12
0.52,81
0.8,366
0.32,113
0.36,119
0.24,97
0.46,102
0.48,175
0.6,6
0.26,55
0.66,171
0.66,493
0.78,332
0.26,2
0.5,4
0.22,8
0.66,464
0.68,416
0.48,214
0.34,2
0.26,40
0.64,86
0.72,314
0.58,312
0.22,44
0.78,111
0.36,136
0.26,122
0.74,451
0.34,194
0.64,14
0.26,688
0.76,280
0.7,267
0.4,592
0.5,102
0.24,62
0.64,139
0.4,173
0.42,5
0.4,95
0.62,52
0.38,285
0.7,579
0.14,97
0.16,19
0.54,109
0.76,214
0.64,138
0.64,25
0.26,6
0.54,69
0.42,374
0.7,269
0.36,174
0.62,357
0.16,275
0.56,2
0.48,328
0.4,276
0.68,234
0.46,299
0.64,60
0.9,277
0.32,94
0.86,489
0.82,501
0.16,50
0.4,139
0.6,622
0.6,390
0.46,290
0.64,660
0.6,233
0.52,338
0.26,3
0.34,83
0.24,7
0.46,3
0.54,96
0.56,122
0.34,238
0.62,129
0.88,492
0.8,281
0.38,213
0.36,287
0.52,128
0.7,318
0.36,205
0.6,161
0.34,5
0.72,259
0.56,538
0.2,37
0.32,90
0.4,291
0.62,84
0.2,107
0.54,60
0.5,98
0.52,347
0.42,497
0.26,62
0.66,248
0.7,158
0.24,109
0.78,240
0.38,147
0.68,38
0.44,335
0.64,218
0.68,637
0.24,44
0.42,337
0.8,254
0.46,784
0.36,310
0.7,9
0.36,149
0.36,88
0.48,74
0.92,362
0.4,29
0.82,60
0.6,153
0.72,216
0.3,25
0.26,151
0.54,26
0.56,186
0.58,217
0.36,213
0.32,241
0.42,302
0.18,80
0.64,263
0.8,676
0.3,70
0.34,43
0.8,374
0.4,154
0.56,210
0.5,10
0.62,318
0.42,13
0.56,321
0.42,22
0.2,4
0.36,30
0.76,243
0.56,7
0.52,19
0.62,38
0.66,167
0.2,21
0.6,378
0.26,24
0.2,11
0.16,99
0.36,182
0.76,677
0.36,236
0.34,406
0.4,484
0.52,551
0.8,288
0.56,95
0.52,655
0.38,80
0.72,286
0.46,14
0.46,111
0.56,45
0.64,761
0.66,160
0.64,13
0.62,20
0.66,251
0.72,206
0.36,1
0.54,103
0.24,90
0.56,15
0.74,488
0.44,157
0.72,237
0.24,15
0.74,953
0.74,72
0.42,341
0.4,218
0.3,98
0.68,52
0.66,98
0.64,197
0.68,63
0.38,45
0.62,44
0.38,44
0.26,2
0.72,468
0.36,76
0.7,180
0.22,35
0.42,92
0.64,50
0.46,146
0.64,215
0.7,65
0.7,162
0.62,69
0.76,140
0.68,20
0.96,421
0.62,20
0.34,112
0.6,515
0.7,269
0.46,106
0.44,33
0.58,211
0.24,280
0.5,102
0.52,358
0.74,333
0.16,1
0.26,1
0.46,111
0.1,27
0.4,177
0.32,55
0.5,10
0.28,49
0.22,39
0.28,43
0.26,44
0.44,7
0.54,413
0.92,506
0.32,75
0.22,425
0.32,164
0.56,13
0.46,56
0.68,385
0.28,58
0.84,741
0.34,161
0.8,37
0.64,73
0.84,500
0.5,155
0.6,461
0.7,156
0.64,292
0.8,364
0.54,18
0.4,230
0.6,388
0.22,21
0.32,19
0.64,420
0.5,119
0.24,69
0.4,248
0.18,471
0.28,99
0.44,195
0.56,103
0.28,126
0.4,15
0.24,42
0.78,200
0.7,316
0.4,96
0.48,3
0.62,412
0.26,45
0.7,315
0.72,260
0.46,123
0.62,10
0.2,24
0.64,25
0.52,68
0.42,94
0.54,731
0.24,85
0.26,482
0.26,116
0.62,60
0.46,177
0.62,195
0.46,4
0.74,282
0.12,1
0.64,6
0.58,169
0.62,45
0.34,293
0.22,4
0.42,170
0.68,217
0.82,78
0.54,246
0.36,233
0.52,2
0.66,31
0.84,234
0.74,285
0.6,98
0.82,665
0.74,169
0.66,8
0.34,159
0.56,97
0.6,8
0.58,453
0.64,3
0.46,18
0.66,190
0.7,399
0.3,10
0.38,27
0.74,189
0.6,225
0.76,278
0.22,49
0.56,78
0.34,14
0.58,171
0.7,64
0.54,78
0.68,82
0.46,159
0.24,108
0.4,144
0.32,306
0.66,174
0.36,405
0.26,5
0.14,22
0.4,23
0.6,2
0.56,188
0.26,13
0.7,218
0.54,605
0.82,646
0.62,690
0.32,26
0.76,258
0.62,7
0.74,6
0.06,21
0.64,455
0.56,41
0.24,32
0.24,445
0.52,527
0.76,509
0.24,28
0.6,76
0.54,373
0.7,6
0.52,332
0.34,7
0.34,88
0.66,185
0.46,12
0.62,162
0.6,25
0.42,143
0.72,97
0.36,167
0.66,26
0.28,178
0.42,55
0.66,649
0.32,144
0.62,32
0.5,167
0.32,621
0.62,175
0.4,30
0.2,10
0.6,394
0.3,37
0.72,305
0.34,79
0.28,59
0.54,269
0.26,33
0.26,2
0.6,122
0.72,347
0.54,125
0.78,312
0.34,7
0.7,187
0.22,2
0.66,369
0.6,5
0.66,175
0.22,11
0.18,34
0.62,3
0.9,159
0.16,47
0.32,90
0.36,24
0.22,17
0.62,253
0.62,229
0.52,198
0.36,5
0.24,355
0.46,159
0.74,354
0.3,12
0.54,54
0.24,282
0.26,133
0.38,456
0.58,2
0.66,11
0.58,11
0.26,191
0.76,428
0.7,240
0.64,39
0.7,458
0.54,28
0.84,134
0.7,280
0.3,18
0.4,29
0.14,81
0.88,615
0.54,291
0.26,52
0.56,17
0.58,189
0.66,651
0.26,149
0.66,162
0.82,398
0.16,68
0.5,331
0.66,147
0.4,413
0.64,176
0.34,386
0.12,19
0.66,12
0.26,8
0.56,87
0.52,421
0.8,300
0.52,16
0.44,114
0.7,230
0.48,259
0.4,28
0.26,283
0.7,381
0.4,42
0.7,15
0.3,62
0.22,78
0.3,163
0.52,30
0.72,221
0.26,24
0.56,663
0.12,36
0.52,21
0.48,338
0.74,203
0.42,70
0.42,18
0.4,13
0.5,286
0.78,251
0.62,166
0.56,172
0.7,565
0.5,155
0.5,6
0.54,638
0.64,66
0.2,22
0.66,17
0.7,127
0.02,152
0.2,184
0.72,611
0.24,4
0.58,17
0.24,3
0.78,447
0.24,154
0.4,137
0.84,174
0.82,240
0.36,297
0.6,342
0.76,217
0.38,90
0.22,5
0.36,11
0.62,384
0.32,224
0.82,367
0.14,1
0.84,382
0.24,11
0.8,730
0.24,176
0.26,90
0.48,313
0.3,103
0.46,12
0.26,67
0.52,388
0.6,11
0.46,16
0.34,26
0.08,46
0.3,70
0.66,470
0.66,227
0.62,131
0.32,7
0.54,10
0.28,156
0.12,5
0.74,370
0.56,348
0.2,1
0.78,317
0.3,126
0.4,308
0.32,178
0.52,315
0.62,162
0.46,64
0.56,345
0.76,207
0.8,538
0.62,122
0.44,31
0.56,188
0.3,93
0.7,152
0.3,94
0.2,2
0.24,14
0.22,166
0.42,10
0.76,330
0.66,157
0.56,184
0.52,92
0.46,314
0.22,79
0.74,234
0.74,456
0.72,233
0.6,154
0.2,52
0.4,45
0.32,184
0.26,120
0.4,6
0.42,211
0.48,412
0.52,16
0.54,23
0.28,148
0.64,27
0.46,228
0.46,630
0.34,58
0.58,449
0.26,28
0.44,90
0.58,171
0.46,1
0.22,66
0.18,10
0.42,496
0.46,664
0.16,176
0.4,78
0.74,180
0.78,467
0.2,164
0.64,648
0.52,226
0.68,521
0.44,132
0.5,419
0.26,64
0.34,208
0.14,26
0.64,14
0.74,491
0.46,834
0.74,579
0.18,228
0.54,734
0.3,10
0.44,241
0.36,227
0.7,208
0.62,41
0.62,183
0.62,33
0.74,57
0.3,34
0.26,206
0.44,6
0.74,597
0.48,202
0.52,3
0.36,74
0.26,361
0.66,77
0.7,304
0.4,3
0.7,285
0.24,3
0.52,31
0.38,292
0.64,395
0.26,17
0.88,471
0.44,508
0.32,32
0.28,149
0.18,27
0.3,141
0.3,22
0.56,94
0.78,142
0.66,383
0.64,343
0.52,167
0.32,9
0.32,165
0.4,75
0.34,11
0.38,56
0.56,170
0.38,20
0.64,674
0.2,104
0.36,11
0.72,80
0.66,196
0.64,281
0.58,374
0.58,19
0.16,110
0.64,28
0.3,2
0.66,290
0.5,402
0.6,640
0.56,289
0.44,282
0.26,363
0.76,312
0.54,522
0.62,382
0.44,314
0.58,85
0.36,172
0.72,343
0.72,187
0.82,189
0.38,108
0.28,32
0.56,95
0.66,566
0.7,114
0.62,117
0.3,44
0.42,17
0.34,501
0.18,120
0.2,24
0.54,159
0.64,118
0.6,194
0.62,10
0.16,354
0.18,1
0.38,253
0.44,359
0.14,20
0.52,325
0.52,374
0.32,2
0.24,56
0.16,78
0.36,71
0.54,4
0.32,217
0.54,641
0.5,233
0.56,533
0.3,87
0.7,120
0.76,863
0.34,104
0.56,126
0.32,93
0.64,272
0.42,518
0.64,407
0.3,14
0.56,157
0.36,64
0.4,493
0.34,87
0.26,35
0.34,152
0.68,181
0.46,141
0.28,1
0.7,327
0.32,91
0.6,134
0.66,228
0.48,17
0.24,12
0.5,51
0.24,93
0.26,164
0.44,148
0.76,254
0.62,10
0.36,638
0.7,167
0.4,321
0.22,2
0.3,92
0.7,207
0.26,344
0.44,44
0.54,135
0.2,149
0.32,142
0.68,32
0.52,65
0.38,179
0.6,143
0.3,138
0.78,353
0.16,83
0.54,145
0.4,314
0.16,77
0.46,286
0.68,528
0.22,83
0.16,5
0.22,32
0.44,46
0.42,408
0.28,237
0.52,256
0.82,393
0.62,98
0.8,234
0.16,36
0.36,273
0.74,152
0.44,48
0.4,55
0.62,11
0.54,28
0.56,46
0.64,254
0.54,17
0.74,452
0.62,239
0.56,813
0.8,141
0.32,114
0.66,59
0.56,217
0.72,428
0.34,89
0.28,153
0.46,433
0.48,342
0.64,45
0.56,203
0.6,37
0.68,715
0.66,11
0.52,3
0.5,49
0.5,31
0.6,383
0.34,42
0.22,111
0.4,192
0.48,315
0.46,233
0.66,162
0.62,171
0.8,387
0.36,59
0.26,126
0.98,539
0.7,432
0.68,151
0.58,144
0.44,1
0.54,292
0.18,11
0.44,204
0.78,834
0.72,171
0.64,134
0.7,743
0.82,485
0.8,256
0.34,27
0.38,314
0.56,193
0.68,404
0.62,374
0.68,57
0.64,42
0.7,12
0.34,1
0.4,170
0.26,118
0.46,269
0.42,290
0.74,355
0.68,555
0.32,167
0.88,201
0.7,218
0.5,116
0.7,114
0.8,260
0.12,26
0.4,303
0.4,176
0.64,4
0.54,107
0.38,65
0.66,436
0.62,22
0.16,64
0.46,219
0.48,312
0.58,269
0.6,31
0.56,147
0.46,204
0.66,33
0.32,241
0.58,170
0.22,93
0.5,501
0.54,462
0.64,60
0.36,165
0.32,121
0.74,11
0.22,19
0.7,591
0.72,736
0.9,335
0.46,430
0.44,5
0.34,198
0.6,338
0.38,798
0.36,23
0.64,694
0.36,92
0.5,40
0.68,7
0.56,391
0.14,35
0.44,57
0.28,186
0.3,39
0.62,7
0.78,163
0.2,499
0.46,360
0.5,195
0.56,356
0.32,124
0.7,586
0.24,2
0.34,254
0.5,318
0.62,199
0.68,217
0.34,175
0.32,2
0.52,343
0.7,570
0.36,4
0.62,387
0.6,128
0.44,39
0.16,44
0.7,478
0.36,278
0.3,1
0.76,42
0.3,177
0.76,303
0.18,1
0.5,240
0.64,16
0.6,5
0.28,2
0.6,10
0.56,212
0.24,11
0.4,2
0.18,47
0.34,246
0.48,162
0.3,90
0.52,252
0.56,5
0.32,14
0.46,94
0.38,88
0.2,139
0.52,68
0.26,144
0.32,138
0.26,53
0.62,208
0.82,843
0.7,188
0.38,281
0.56,665
0.46,45
0.5,28
0.5,33
0.66,44
0.46,310
0.64,274
0.54,167
0.42,5
0.26,162
0.84,293
0.3,125
0.18,2
0.56,12
0.36,7
0.24,224
0.44,376
0.16,46
0.56,138
0.74,498
0.36,419
0.6,99
0.76,316
0.32,23
0.6,30
0.34,7
0.82,534
0.7,153
0.44,4
0.46,262
0.34,5
0.86,146
0.28,60
0.7,901
0.52,38
0.26,16
0.48,66
0.14,99
0.66,448
0.16,179
0.86,256
0.7,214
0.5,346
0.84,344
0.14,81
0.7,264
0.56,80
0.32,53
0.76,514
0.58,384
0.32,226
0.48,492
0.7,363
0.72,7
0.54,215
0.48,92
0.34,91
0.2,32
0.32,206
0.34,190
0.3,48
0.4,507
0.34,107
0.36,340
0.14,30
0.66,317
0.42,382
0.46,8
0.68,127
0.26,41
0.6,3
0.7,225
0.34,410
0.64,96
0.4,79
0.84,468
0.4,17
0.56,292
0.24,57
0.56,597
0.2,48
0.22,35
0.26,273
0.62,426
0.74,366
0.72,8
0.38,247
0.28,21
0.7,38
0.7,564
0.64,226
0.3,5
0.56,233
0.72,311
0.54,102
0.6,17
0.16,34
0.56,156
0.5,52
0.24,4
0.66,299
0.22,5
0.72,288
0.8,360
0.26,28
0.5,31
0.32,4
0.46,190
0.62,118
0.86,254
0.46,11
0.56,33
0.62,83
0.34,5
0.36,80
0.28,565
0.32,17
0.58,215
0.36,16
0.44,4
0.72,332
0.2,2
0.74,851
0.76,118
0.44,368
0.2,46
0.62,70
0.46,117
0.78,596
0.54,117
0.92,308
0.54,202
0.76,419
0.64,169
0.24,62
0.84,794
0.26,193
0.42,392
0.66,275
0.5,180
0.26,9
0.56,365
0.24,12
0.34,116
0.26,109
0.72,371
0.32,162
0.6,342
0.48,43
0.58,130
0.52,154
0.34,89
0.44,506
0.48,223
0.5,228
0.74,441
0.38,29
0.5,189
0.66,298
0.3,25
0.64,18
0.38,662
0.56,170
0.6,65
0.32,299
0.72,6
0.32,33
0.62,21
0.36,9
0.52,188
0.38,177
0.6,6
0.8,562
0.26,205
0.6,748
0.62,30
0.24,18
0.68,6
0.34,89
0.18,102
0.54,323
0.46,452
0.6,257
0.22,28
0.32,78
0.8,556
0.7,452
0.22,8
0.6,283
0.54,113
0.44,20
0.24,3
0.36,156
0.34,50
0.74,256
0.72,300
0.66,150
0.86,454
0.12,96
0.2,7
0.66,175
0.66,450
0.7,626
0.22,71
0.8,455
0.26,228
0.3,15
0.32,157
0.36,97
0.74,14
0.12,37
0.4,11
0.24,75
0.14,136
0.5,281
0.48,266
0.64,10
0.8,404
0.48,147
0.74,326
0.46,80
0.76,432
0.66,4
0.46,414
0.7,520
0.62,528
0.3,66
0.64,2
0.76,190
0.16,37
0.9,249
0.54,18
0.28,228
0.52,20
0.52,98
0.42,31
0.54,457
0.54,16
0.66,433
0.38,445
0.32,212
0.52,132
0.36,109
0.68,424
0.24,16
0.28,227
0.42,21
0.36,114
0.26,77
0.12,94
0.5,321
0.72,157
0.62,549
0.74,343
0.54,248
0.38,14
0.58,188
0.42,5
0.34,329
0.76,266
0.56,6
0.16,30
0.6,222
0.3,202
0.3,173
0.56,173
0.44,404
0.26,4
0.76,210
0.3,7
0.16,2
0.26,7
0.3,8
0.78,96
0.4,114
0.24,46
0.24,44
0.32,10
0.76,378
0.16,155
0.3,23
0.02,8
0.72,226
0.44,251
0.38,156
0.62,47
0.56,838
0.48,135
0.34,66
0.16,65
0.82,167
0.44,221
0.48,237
0.42,39
0.16,95
0.62,22
0.32,10
0.42,52
0.48,11
0.78,417
0.56,612
0.22,32
0.6,395
0.16,66
0.76,170
0.6,303
0.38,154
0.18,36
0.18,55
0.4,59
0.76,443
0.52,423
0.54,554
0.32,141
0.32,204
0.3,135
0.8,375
0.26,7
0.14,36
0.34,6
0.12,120
0.56,13
0.26,64
0.62,15
0.32,132
0.3,30
0.64,113
0.54,191
0.24,93
0.72,230
0.64,34
0.36,201
0.42,523
0.42,4
0.24,12
0.42,144
0.72,176
0.72,34
0.36,67
0.34,198
0.68,6
0.44,16
0.3,45
0.22,4
0.4,69
0.5,82
0.26,41
0.34,175
0.32,209
0.62,314
0.28,10
0.68,84
0.7,3
0.68,12
0.7,194
0.4,110
0.34,24
0.26,5
0.56,558
0.16,74
0.4,174
0.22,22
0.58,20
0.6,124
0.6,52
0.64,530
0.24,6
0.62,86
0.74,455
0.56,160
0.7,671
0.8,254
0.38,6
0.46,235
0.34,28
0.26,29
0.46,168
0.68,253
0.56,192
0.36,21
0.8,221
0.24,9
0.72,322
0.72,651
0.3,45
0.18,5
0.22,105
0.28,64
0.96,233
0.5,49
0.32,687
0.54,15
0.52,202
0.74,131
0.36,187
0.7,150
0.4,109
0.64,5
0.32,305
0.9,338
0.42,113
0.42,290
0.24,385
0.4,9
0.64,286
0.38,65
0.6,238
0.54,283
0.44,469
0.86,432
0.36,39
0.32,116
0.52,190
0.56,817
0.6,23
0.72,312
0.64,53
0.34,25
0.32,11
0.52,202
0.72,79
0.24,68
0.72,612
0.7,62
0.4,245
0.56,169
0.4,39
0.3,92
0.66,190
0.54,110
0.26,27
0.62,55
0.34,13
0.48,41
0.32,155
0.7,348
0.28,41
0.32,5
0.9,476
0.4,144
0.74,188
0.44,100
0.14,21
0.88,102
0.76,139
0.34,253
0.62,299
0.76,253
0.82,151
0.58,270
0.52,279
0.88,272
0.9,276
0.26,19
0.76,353
0.72,171
0.3,8
0.38,20
0.14,1
0.4,3
0.82,287
0.66,615
0.72,429
0.44,173
0.4,168
0.36,211
0.72,27
0.62,428
0.42,1
0.46,274
0.74,385
0.7,414
0.26,24
0.4,16
0.34,6
0.62,679
0.4,3
0.7,398
0.16,70
0.3,44
0.84,195
0.3,36
0.68,121
0.72,138
0.2,2
0.78,172
0.8,188
0.7,66
0.56,347
0.38,28
0.58,365
0.54,632
0.56,17
0.5,46
0.34,55
0.6,64
0.78,153
0.34,457
0.3,21
0.36,60
0.42,19
0.52,516
0.54,28
0.72,252
0.52,27
0.4,34
0.82,516
0.62,481
0.46,524
0.66,123
0.5,481
0.36,70
0.82,427
0.64,107
0.4,27
0.6,260
0.86,486
0.5,184
0.24,4
0.62,229
0.62,456
0.28,178
0.7,111
0.7,255
0.58,184
0.28,9
0.46,417
0.44,18
0.76,50
0.66,270
0.8,290
0.24,61
0.32,316
0.38,151
0.58,417
0.62,28
0.22,3
0.32,627
0.32,23
0.6,347
0.34,33
0.58,8
0.66,541
0.68,96
0.36,150
0.76,516
0.24,91
0.56,267
0.3,54
0.82,781
0.4,264
0.42,122
0.64,379
0.8,159
0.66,618
0.76,177
