temp,cnt
0.24,129
0.2,102
0.18,29
0.44,7
0.84,220
0.42,424
0.7,161
0.64,822
0.34,24
0.6,377
0.86,157
0.76,281
0.68,16
0.74,209
0.2,64
0.26,363
0.38,93
0.28,60
0.72,216
0.52,23
0.66,232
0.14,2
0.4,151
0.54,78
0.52,184
0.4,34
0.82,865
0.76,250
0.24,9
0.26,30
0.76,190
0.74,629
0.74,268
0.28,3
0.14,87
0.22,53
0.74,590
0.56,813
0.34,7
0.6,8
0.2,175
0.26,8
0.48,95
0.72,72
0.54,210
0.76,546
0.22,5
0.22,34
0.16,199
0.8,282
0.34,175
0.72,320
0.26,2
0.4,376
0.2,152
0.36,140
0.22,68
0.18,92
0.4,121
0.72,356
0.5,1
0.74,179
0.42,32
0.4,87
0.5,360
0.2,23
0.96,230
0.72,127
0.36,56
0.72,54
0.5,313
0.44,7
0.48,281
0.5,130
0.3,147
0.24,23
0.74,555
0.34,238
0.62,36
0.44,184
0.56,8
0.4,26
0.12,114
0.74,371
0.32,89
0.16,44
0.36,101
0.44,20
0.38,43
0.18,38
0.6,359
0.82,174
0.38,270
0.9,310
0.24,3
0.7,183
0.3,8
0.72,312
0.66,26
0.32,132
0.38,24
0.66,346
0.32,216
0.3,227
0.58,183
0.22,1
0.6,461
0.32,10
0.56,93
0.36,157
0.72,471
0.46,300
0.88,523
0.82,382
0.46,52
0.4,154
0.5,385
0.62,9
0.66,905
0.64,138
0.2,2
0.4,105
0.56,296
0.32,331
0.72,68
0.44,188
0.52,49
0.7,153
0.18,27
0.16,2
0.22,95
0.36,156
0.38,236
0.36,210
0.54,323
0.58,175
0.24,241
0.3,1
0.6,37
0.7,397
0.6,769
0.44,28
0.84,202
0.42,73
0.54,404
0.7,6
0.28,186
0.8,183
0.74,129
0.6,26
0.68,15
0.68,427
0.56,626
0.22,47
0.38,33
0.2,1
0.22,52
0.62,467
0.32,23
0.2,45
0.66,42
0.32,101
0.72,181
0.38,8
0.56,11
0.14,97
0.22,68
0.32,57
0.26,319
0.32,255
0.32,4
0.34,5
0.6,482
0.52,202
0.38,108
0.68,3
0.22,7
0.46,289
0.6,408
0.68,9
0.72,365
0.14,8
0.78,175
0.68,151
0.26,22
0.52,5
0.6,302
0.62,129
0.38,282
0.16,95
0.56,13
0.26,191
0.3,10
0.36,5
0.4,111
0.34,160
0.36,204
0.42,337
0.4,484
0.66,383
0.86,136
0.56,16
0.26,169
0.16,17
0.2,137
0.54,94
0.7,30
0.64,358
0.6,186
0.68,315
0.8,136
0.42,211
0.2,74
0.14,44
0.42,177
0.62,8
0.6,27
0.7,497
0.72,625
0.4,177
0.7,4
0.36,21
0.6,218
0.62,334
0.62,270
0.46,12
0.44,22
0.26,108
0.42,178
0.46,139
0.24,18
0.52,516
0.72,309
0.46,143
0.64,408
0.4,208
0.44,31
0.62,196
0.62,40
0.4,23
0.6,6
0.76,258
0.5,291
0.18,50
0.6,31
0.8,229
0.74,341
0.5,309
0.18,217
0.38,208
0.3,79
0.2,106
0.76,187
0.42,525
0.6,105
0.7,4
0.32,356
0.44,110
0.82,516
0.3,83
0.72,423
0.38,57
0.72,227
0.6,235
0.32,517
0.46,10
0.76,333
0.46,320
0.9,401
0.78,71
0.9,772
0.66,656
0.36,187
0.46,148
0.5,452
0.42,148
0.5,176
0.38,271
0.62,341
0.64,3
0.52,288
0.68,42
0.22,51
0.52,115
0.32,60
0.2,110
0.7,90
0.7,150
0.72,148
0.66,161
0.66,382
0.86,179
0.74,614
0.22,55
0.52,28
0.2,56
0.7,240
0.32,125
0.56,371
0.22,87
0.86,240
0.76,312
0.32,1
0.22,3
0.52,60
0.32,262
0.66,5
0.8,375
0.84,286
0.28,118
0.34,79
0.56,311
0.34,195
0.22,3
0.36,88
0.62,615
0.82,461
0.8,249
0.52,38
0.3,124
0.54,121
0.84,234
0.36,119
0.6,99
0.3,125
0.4,51
0.46,21
0.44,148
0.26,148
0.62,425
0.76,127
0.2,499
0.4,377
0.56,547
0.74,455
0.4,107
0.54,207
0.64,16
0.66,502
0.42,290
0.34,3
0.34,5
0.62,244
0.46,413
0.6,70
0.44,18
0.62,69
0.64,219
0.34,28
0.58,244
0.7,478
0.64,224
0.44,2
0.24,18
0.92,128
0.46,333
0.76,241
0.52,167
0.12,1
0.46,23
0.48,266
0.56,585
0.36,13
0.48,43
0.6,15
0.86,210
0.6,294
0.4,1
0.6,128
0.68,96
0.7,153
0.66,123
0.64,635
0.48,182
0.62,112
0.36,21
0.84,273
0.44,46
0.66,355
0.2,33
0.26,28
0.36,42
0.66,307
0.72,190
0.6,348
0.26,321
0.26,5
0.38,38
0.52,133
0.78,447
0.26,6
0.56,33
0.32,50
0.4,303
0.8,142
0.72,475
0.64,11
0.2,190
0.52,6
0.3,48
0.56,168
0.72,234
0.76,170
0.34,42
0.62,117
0.34,150
0.62,162
0.56,381
0.06,99
0.66,258
0.5,142
0.54,4
0.5,118
0.7,373
0.34,30
0.24,154
0.6,29
0.38,65
0.64,48
0.24,93
0.26,158
0.42,10
0.78,153
0.44,182
0.28,255
0.74,179
0.82,406
0.9,380
0.76,147
0.44,135
0.36,25
0.64,16
0.24,9
0.68,253
0.56,194
0.62,14
0.24,11
0.56,160
0.8,280
0.54,653
0.36,39
0.6,268
0.62,320
0.64,594
0.76,161
0.82,152
0.74,422
0.66,465
0.3,14
0.44,404
0.14,136
0.32,129
0.4,15
0.22,124
0.6,168
0.42,87
0.46,300
0.6,233
0.66,104
0.42,31
0.5,194
0.72,320
0.24,57
0.26,138
0.64,62
0.72,230
0.66,10
0.22,90
0.44,176
0.7,112
0.58,301
0.18,69
0.76,578
0.36,23
0.64,259
0.7,278
0.66,332
0.44,28
0.5,13
0.66,183
0.66,191
0.62,794
0.56,207
0.46,56
0.32,7
0.36,219
0.56,157
0.54,101
0.84,154
0.62,153
0.38,281
0.62,113
0.56,205
0.74,188
0.5,362
0.22,425
0.8,113
0.6,104
0.34,24
0.66,43
0.46,8
0.8,569
0.24,91
0.42,268
0.22,110
0.62,407
0.58,2
0.46,175
0.44,3
0.8,37
0.26,92
0.94,203
0.58,220
0.62,256
0.64,211
0.66,681
0.48,258
0.56,169
0.62,22
0.5,31
0.82,502
0.76,856
0.74,260
0.52,325
0.22,63
0.32,2
0.6,156
0.12,12
0.24,2
0.38,525
0.24,25
0.78,356
0.64,31
0.7,245
0.46,108
0.74,737
0.6,11
0.34,242
0.46,11
0.16,385
0.54,159
0.76,465
0.26,53
0.48,197
0.52,2
0.62,38
0.36,122
0.54,12
0.4,262
0.22,105
0.72,900
0.62,286
0.58,162
0.74,293
0.42,154
0.7,318
0.22,52
0.42,147
0.34,376
0.64,305
0.46,58
0.58,39
0.44,15
0.46,23
0.56,19
0.5,331
0.7,188
0.36,51
0.38,298
0.54,158
0.36,370
0.62,393
0.52,149
0.36,2
0.5,220
0.44,48
0.34,178
0.18,6
0.5,174
0.62,86
0.6,23
0.5,207
0.26,69
0.5,168
0.14,9
0.62,9
0.42,406
0.16,5
0.36,7
0.44,57
0.18,15
0.64,81
0.6,313
0.66,6
0.42,78
0.32,117
0.46,60
0.16,50
0.68,304
0.6,171
0.28,84
0.3,199
0.34,121
0.46,39
0.62,215
0.56,270
0.7,45
0.58,312
0.74,21
0.8,149
0.7,40
0.14,45
0.62,181
0.32,116
0.58,72
0.76,232
0.5,13
0.64,267
0.6,113
0.34,13
0.3,113
0.44,5
0.82,811
0.7,458
0.56,92
0.3,25
0.26,223
0.64,532
0.5,827
0.24,148
0.42,49
0.42,337
0.22,39
0.68,181
0.34,89
0.5,179
0.74,441
0.4,236
0.26,7
0.68,184
0.44,331
0.32,55
0.5,40
0.44,134
0.92,161
0.72,302
0.82,300
0.82,479
0.72,608
0.62,519
0.7,5
0.62,171
0.8,334
0.12,6
0.8,427
0.7,105
0.56,161
0.24,29
0.32,22
0.26,13
0.54,413
0.74,579
0.3,268
0.38,179
0.6,47
0.72,616
0.56,2
0.38,76
0.3,5
0.32,139
0.4,129
0.16,68
0.76,243
0.6,316
0.44,171
0.82,375
0.36,76
0.3,93
0.3,5
0.54,107
0.44,253
0.48,214
0.7,109
0.46,67
0.3,160
0.22,49
0.28,41
0.34,14
0.64,581
0.78,253
0.46,172
0.48,268
0.16,57
0.22,110
0.4,299
0.76,723
0.72,10
0.54,128
0.82,381
0.72,269
0.6,450
0.5,123
0.76,284
0.58,45
0.66,243
0.54,159
0.6,282
0.5,516
0.9,459
0.54,428
0.68,579
0.54,387
0.54,502
0.24,1
0.76,424
0.74,312
0.74,11
0.9,276
0.44,85
0.4,184
0.46,67
0.16,29
0.7,6
0.44,105
0.64,10
0.62,202
0.66,99
0.3,138
0.4,39
0.42,8
0.64,86
0.4,123
0.66,672
0.58,555
0.3,312
0.66,17
0.3,19
0.16,42
0.54,172
0.64,328
0.36,205
0.72,389
0.34,8
0.84,357
0.52,10
0.6,319
0.52,801
0.78,306
0.7,316
0.56,217
0.68,16
0.46,463
0.48,310
0.6,78
0.9,499
0.38,219
0.76,640
0.56,2
0.62,265
0.42,230
0.86,285
0.86,331
0.72,244
0.7,15
0.72,49
0.3,175
0.62,463
0.54,198
0.22,1
0.58,553
0.1,7
0.74,195
0.34,13
0.56,4
0.64,42
0.72,187
0.64,214
0.52,806
0.5,66
0.56,570
0.34,15
0.6,176
0.38,19
0.7,50
0.58,898
0.32,236
0.46,78
0.46,252
0.48,244
0.56,133
0.74,480
0.14,15
0.3,5
0.64,486
0.2,53
0.72,446
0.34,161
0.42,305
0.5,228
0.18,102
0.34,11
0.74,190
0.72,233
0.18,222
0.4,251
0.82,374
0.74,78
0.4,200
0.74,235
0.3,374
0.5,176
0.84,402
0.68,8
0.82,328
0.32,624
0.74,114
0.52,585
0.14,7
0.6,513
0.7,78
0.7,247
0.3,16
0.76,820
0.36,234
0.28,71
0.8,913
0.76,363
0.2,2
0.66,184
0.42,339
0.8,201
0.52,162
0.58,130
0.5,7
0.38,414
0.82,392
0.9,145
0.7,157
0.8,323
0.52,221
0.26,25
0.6,281
0.34,3
0.54,641
0.52,50
0.44,223
0.34,136
0.42,322
0.14,85
0.82,167
0.62,245
0.3,18
0.52,229
0.64,103
0.62,6
0.74,271
0.72,431
0.74,149
0.7,328
0.72,435
0.66,67
0.24,19
0.5,15
0.54,474
0.42,296
0.56,209
0.24,93
0.3,83
0.7,6
0.72,260
0.4,78
0.56,54
0.76,99
0.38,95
0.3,306
0.36,95
0.84,545
0.34,20
0.38,359
0.16,36
0.64,377
0.68,20
0.34,154
0.2,155
0.3,8
0.2,48
0.64,153
0.44,64
0.82,288
0.5,40
0.16,45
0.66,398
0.26,12
0.26,53
0.24,12
0.26,24
0.4,220
0.66,43
0.32,151
0.76,143
0.38,198
0.24,8
0.66,585
0.42,211
0.52,521
0.6,705
0.54,10
0.72,162
0.68,166
0.48,165
0.42,518
0.3,57
0.36,132
0.54,15
0.36,172
0.58,86
0.06,2
0.22,3
0.32,16
0.44,42
0.72,163
0.2,32
0.22,2
0.62,59
0.44,85
0.6,244
0.38,456
0.46,3
0.24,55
0.46,20
0.72,457
0.2,397
0.16,77
0.44,50
0.64,4
0.78,29
0.74,43
0.44,10
0.34,5
0.82,408
0.7,395
0.1,17
0.42,8
0.36,405
0.7,108
0.46,129
0.42,52
0.2,184
0.2,70
0.74,123
0.58,5
0.52,47
0.44,179
0.82,283
0.4,207
0.1,2
0.4,37
0.3,95
0.66,8
0.76,600
0.22,5
0.54,449
0.4,137
0.52,178
0.22,64
0.5,31
0.42,9
0.72,611
0.36,33
0.52,256
0.62,218
0.34,201
0.28,64
0.9,244
0.22,196
0.62,327
0.68,391
0.52,529
0.6,367
0.18,4
0.82,90
0.66,258
0.24,18
0.74,385
0.72,136
0.44,83
0.7,46
0.52,68
0.8,260
0.24,13
0.68,39
0.42,113
0.72,193
0.28,41
0.36,5
0.72,274
0.3,3
0.76,825
0.48,3
0.42,190
0.74,359
0.46,106
0.88,418
0.52,113
0.2,188
0.44,1
0.26,27
0.36,176
0.92,236
0.74,533
0.22,40
0.42,31
0.26,35
0.5,212
0.6,363
0.92,688
0.64,72
0.34,163
0.56,126
0.54,225
0.3,66
0.76,492
0.22,1
0.54,32
0.42,502
0.46,107
0.36,3
0.62,104
0.7,31
0.68,7
0.62,528
0.44,80
0.56,153
0.46,21
0.3,70
0.66,810
0.6,344
0.7,137
0.4,80
0.32,11
0.68,6
0.36,110
0.3,253
0.62,241
0.16,52
0.22,25
0.72,326
0.08,1
0.68,528
0.3,62
0.7,38
0.6,38
0.32,112
0.36,70
0.8,314
0.76,218
0.76,217
0.48,124
0.7,2
0.78,294
0.42,135
0.54,70
0.42,13
0.24,60
0.4,469
0.68,13
0.5,74
0.54,188
0.6,37
0.44,312
0.7,76
0.6,505
0.7,339
0.46,425
0.42,211
0.6,2
0.6,106
0.22,47
0.4,23
0.6,344
0.3,207
0.28,12
0.66,245
0.76,657
0.56,127
0.54,38
0.7,544
0.7,100
0.24,3
0.38,228
0.44,184
0.64,391
0.56,160
0.9,238
0.66,94
0.5,70
0.94,214
0.58,444
0.64,39
0.2,12
0.72,589
0.3,161
0.7,893
0.46,295
0.36,342
0.32,30
0.7,111
0.74,500
0.26,17
0.7,218
0.8,248
0.6,175
0.22,49
0.22,257
0.7,87
0.7,15
0.22,125
0.84,256
0.32,140
0.64,336
0.44,11
0.72,698
0.64,82
0.5,403
0.6,4
0.34,44
0.14,55
0.16,2
0.64,210
0.22,6
0.3,13
0.22,2
0.32,107
0.74,207
0.58,476
0.26,50
0.66,42
0.12,14
0.16,64
0.82,225
0.74,798
0.22,99
0.48,6
0.4,15
0.7,749
0.6,732
0.3,34
0.54,6
0.26,4
0.56,459
0.5,116
0.54,140
0.32,4
0.7,586
0.7,13
0.22,6
0.82,288
0.2,48
0.34,560
0.7,250
0.16,95
0.54,162
0.42,256
0.74,131
0.5,286
0.86,237
0.16,80
0.16,8
0.66,17
0.42,555
0.56,317
0.56,287
0.68,36
0.32,365
0.66,808
0.62,134
0.34,475
0.56,251
0.8,330
0.32,252
0.64,4
0.64,105
0.62,367
0.56,69
0.24,299
0.76,202
0.72,184
0.64,245
0.44,45
0.6,143
0.8,149
0.48,86
0.34,107
0.48,22
0.74,383
0.22,110
0.52,34
0.66,33
0.72,302
0.28,159
0.66,161
0.36,96
0.46,17
0.28,37
0.36,150
0.36,521
0.3,74
0.18,16
0.24,45
0.8,452
0.54,113
0.66,46
0.44,5
0.54,43
0.9,556
0.38,285
0.3,65
0.58,449
0.16,1
0.56,253
0.66,10
0.24,10
0.36,179
0.5,76
0.36,168
0.3,21
0.36,4
0.72,867
0.16,88
0.56,8
0.64,14
0.64,218
0.24,5
0.64,16
0.64,22
0.16,99
0.16,5
0.2,132
0.58,215
0.32,167
0.36,73
0.38,93
0.64,113
0.24,4
0.32,6
0.14,3
0.34,55
0.46,255
0.54,163
0.7,11
0.32,379
0.36,66
0.16,161
0.2,79
0.48,266
0.64,232
0.92,298
0.56,418
0.4,6
0.38,156
0.7,607
0.22,2
0.4,121
0.54,31
0.44,2
0.76,792
0.46,194
0.92,140
0.72,314
0.34,389
0.3,261
0.34,134
0.8,327
0.38,400
0.88,299
0.26,3
0.38,259
0.16,69
0.34,98
0.18,19
0.36,2
0.34,166
0.76,4
0.7,304
0.4,65
0.28,90
0.38,245
0.74,750
0.7,591
0.56,147
0.3,26
0.68,224
0.32,302
0.42,330
0.64,190
0.72,6
0.26,44
0.56,387
0.32,229
0.24,21
0.34,228
0.24,7
0.08,4
0.42,486
0.68,5
0.6,625
0.3,155
0.24,28
0.36,236
0.22,18
0.68,72
0.7,116
0.72,462
0.64,338
0.2,166
0.3,146
0.26,165
0.52,117
0.92,123
0.4,367
0.02,8
0.52,655
0.32,273
0.26,23
0.7,482
0.44,506
0.54,10
0.6,324
0.76,319
0.52,9
0.24,136
0.5,116
0.8,556
0.52,29
0.5,29
0.34,83
0.72,171
0.54,34
0.7,229
0.44,14
0.64,20
0.3,126
0.58,184
0.46,120
0.54,2
0.36,20
0.64,449
0.26,31
0.14,36
0.48,123
0.32,212
0.58,129
0.68,389
0.3,119
0.62,70
0.68,234
0.76,256
0.26,7
0.46,8
0.94,104
0.6,256
0.58,157
0.62,58
0.4,509
0.16,33
0.52,64
0.46,263
0.54,529
0.34,148
0.32,79
0.32,104
0.24,89
0.9,148
0.42,203
0.34,254
0.5,119
0.74,68
0.2,104
0.72,229
0.44,150
0.38,8
0.32,99
0.7,158
0.38,12
0.8,135
0.52,154
0.64,3
0.66,47
0.54,8
0.38,80
0.36,26
0.66,121
0.34,3
0.7,10
0.36,57
0.62,78
0.16,38
0.46,278
0.2,23
0.3,152
0.68,57
0.7,281
0.52,117
0.22,86
0.8,35
0.72,82
0.28,233
0.4,118
0.36,171
0.18,51
0.3,93
0.52,21
0.24,93
0.02,84
0.46,82
0.3,126
0.62,334
0.38,569
0.38,3
0.86,160
0.42,4
0.34,5
0.3,18
0.7,348
0.76,330
0.34,316
0.36,76
0.56,202
0.46,286
0.56,407
0.34,167
0.4,410
0.78,640
0.48,237
0.36,148
0.66,201
0.66,608
0.6,143
0.26,15
0.3,46
0.54,52
0.5,284
0.54,352
0.22,40
0.36,308
0.16,37
0.5,100
0.7,127
0.56,6
0.7,628
0.16,38
0.7,8
0.24,78
0.2,2
0.36,115
0.5,142
0.34,23
0.26,69
0.54,32
0.64,357
0.24,125
0.34,208
0.78,22
0.5,790
0.52,137
0.32,21
0.22,50
0.48,328
0.38,8
0.54,455
0.18,27
0.72,380
0.66,686
0.74,25
0.64,69
0.34,140
0.5,35
0.54,218
0.32,23
0.4,176
0.4,3
0.2,109
0.24,2
0.66,29
0.52,90
0.6,163
0.46,114
0.3,103
0.34,159
0.54,313
0.28,2
0.3,46
0.42,27
0.28,530
0.56,328
0.36,281
0.32,4
0.4,135
0.66,66
0.64,103
0.6,653
0.64,531
0.68,129
0.46,256
0.34,9
0.54,70
0.24,103
0.6,176
0.42,8
0.42,93
0.8,351
0.5,169
0.8,423
0.66,32
0.3,53
0.56,87
0.54,11
0.7,478
0.62,311
0.18,2
0.36,27
0.36,372
0.26,105
0.72,343
0.16,25
0.3,26
0.2,4
0.7,266
0.36,190
0.72,215
0.28,149
0.3,11
0.16,37
0.26,4
0.36,108
0.8,522
0.3,20
0.26,202
0.7,214
0.54,273
0.74,169
0.62,20
0.7,280
0.62,10
0.68,225
0.92,689
0.62,463
0.36,375
0.1,3
0.66,237
0.46,195
0.22,35
0.28,156
0.74,878
0.28,154
0.4,144
0.26,44
0.84,373
0.3,293
0.8,562
0.2,17
0.5,176
0.36,33
0.64,7
0.46,1
0.64,441
0.68,90
0.46,343
0.54,4
0.72,376
0.48,196
0.54,131
0.76,90
0.62,27
0.34,21
0.72,138
0.38,4
0.3,64
0.64,167
0.34,91
0.6,306
0.5,424
0.34,40
0.38,21
0.66,433
0.42,55
0.64,31
0.46,430
0.58,21
0.74,51
0.3,106
0.38,378
0.78,305
0.3,222
0.12,51
0.16,74
0.26,5
0.4,817
0.64,4
0.24,12
0.72,139
0.52,281
0.28,63
0.92,313
0.44,332
0.28,18
0.74,214
0.52,377
0.7,152
0.6,14
0.72,267
0.36,18
0.7,25
0.78,501
0.78,467
0.32,256
0.32,693
0.64,298
0.46,22
0.5,395
0.34,6
0.8,201
0.54,16
0.32,4
0.18,170
0.42,223
0.72,221
0.46,211
0.6,415
0.3,3
0.6,98
0.48,468
0.22,31
0.22,48
0.32,74
0.34,5
0.36,259
0.5,482
0.64,195
0.44,46
0.42,540
0.5,306
0.52,235
0.56,342
0.52,943
0.5,184
0.66,248
0.42,465
0.62,105
0.68,8
0.34,13
0.6,91
0.16,77
0.72,148
0.54,69
0.28,19
0.4,136
0.52,261
0.48,65
0.32,86
0.34,100
0.36,96
0.32,27
0.22,163
0.56,323
0.36,238
0.4,114
0.36,7
0.7,380
0.52,18
0.4,178
0.36,108
0.2,54
0.82,259
0.6,232
0.66,3
0.8,186
0.56,15
0.56,61
0.52,178
0.64,192
0.12,17
0.72,316
0.7,141
0.54,474
0.72,151
0.72,106
0.72,517
0.22,3
0.2,1
0.38,158
0.7,138
0.7,167
0.22,54
0.5,238
0.34,116
0.3,211
0.64,25
0.38,140
0.56,228
0.68,426
0.62,448
0.54,12
0.4,91
0.8,484
0.68,138
0.58,409
0.6,238
0.46,5
0.32,142
0.48,361
0.66,121
0.68,453
0.66,383
0.7,264
0.42,134
0.22,35
0.66,426
0.56,219
0.84,483
0.44,12
0.46,64
0.16,7
0.18,11
0.46,110
0.94,215
0.52,154
0.6,76
0.68,75
0.54,292
0.8,368
0.36,680
0.24,190
0.3,96
0.32,275
0.48,67
0.54,151
0.56,170
0.14,40
0.32,88
0.64,66
0.36,320
0.68,82
0.28,138
0.28,42
0.4,136
0.14,49
0.64,233
0.64,614
0.82,383
0.68,115
0.18,8
0.58,5
0.16,65
0.46,71
0.88,119
0.36,4
0.74,277
0.44,7
0.2,149
0.22,4
0.24,69
0.66,175
0.52,251
0.56,211
0.48,421
0.76,381
0.76,145
0.36,24
0.7,303
0.36,187
0.24,69
0.26,124
0.36,11
0.38,28
0.32,273
0.72,225
0.62,39
0.44,135
0.3,45
0.6,66
0.16,136
0.38,86
0.36,182
0.38,224
0.34,37
0.62,80
0.42,132
0.36,89
0.4,311
0.38,126
0.84,126
0.26,1
0.4,112
0.64,402
0.86,281
0.68,252
0.78,172
0.5,48
0.38,20
0.8,188
0.22,24
0.56,377
0.68,150
0.76,412
0.7,185
0.64,393
0.5,334
0.44,140
0.6,213
0.7,344
0.2,267
0.26,37
0.44,109
0.26,76
0.44,141
0.62,428
0.6,37
0.26,22
0.58,308
0.5,69
0.48,19
0.7,87
0.46,238
0.4,208
0.6,276
0.52,335
0.74,624
0.32,289
0.3,96
0.34,6
0.46,31
0.22,112
0.74,209
0.34,6
0.7,180
0.24,6
0.64,4
0.24,22
0.18,65
0.7,41
0.32,116
0.3,2
0.62,20
0.8,367
0.76,151
0.38,49
0.5,418
0.3,26
0.5,10
0.42,185
0.48,285
0.76,676
0.78,361
0.66,852
0.52,188
0.38,411
0.52,152
0.62,205
0.76,288
0.9,216
0.3,6
0.3,55
0.6,124
0.82,150
0.46,58
0.46,2
0.26,118
0.8,531
0.52,16
0.7,41
0.46,225
0.32,16
0.5,105
0.26,368
0.14,15
0.86,155
0.72,206
0.74,4
0.76,307
0.5,46
0.54,3
0.6,732
0.32,32
0.5,375
0.82,315
0.7,27
0.36,147
0.16,110
0.7,229
0.66,805
0.48,58
0.54,10
0.5,34
0.28,8
0.5,414
0.64,199
0.34,9
0.7,623
0.62,246
0.62,815
0.52,5
0.36,86
0.72,410
0.3,6
0.2,50
0.5,595
0.62,105
0.34,44
0.16,2
0.4,218
0.14,60
0.44,18
0.24,249
0.74,16
0.46,232
0.82,116
0.76,123
0.22,12
0.34,240
0.24,197
0.22,41
0.54,683
0.4,204
0.76,570
0.38,29
0.88,615
0.54,178
0.7,171
0.62,724
0.56,192
0.72,478
0.24,98
0.28,311
0.78,172
0.14,30
0.66,150
0.18,73
0.36,12
0.22,158
0.74,234
0.4,70
0.14,24
0.84,244
0.32,165
0.14,24
0.2,26
0.62,690
0.74,320
0.72,221
0.3,24
0.76,413
0.36,280
0.84,195
0.88,489
0.8,283
0.26,12
0.16,63
0.74,34
0.6,187
0.72,229
0.7,713
0.7,267
0.38,36
0.64,16
0.22,41
0.62,175
0.32,72
0.54,63
