temp,cnt
0.7,31
0.22,83
0.24,205
0.24,28
0.6,309
0.74,179
0.5,11
0.46,219
0.22,31
0.58,261
0.54,12
0.16,149
0.3,87
0.3,51
0.66,54
0.12,15
0.7,227
0.66,186
0.36,145
0.72,471
0.62,13
0.64,140
0.34,134
0.48,95
0.58,220
0.88,190
0.66,232
0.92,221
0.3,8
0.42,158
0.56,724
0.38,259
0.64,314
0.7,516
0.58,130
0.32,11
0.28,153
0.54,3
0.46,433
0.62,522
0.62,67
0.32,226
0.86,236
0.18,122
0.4,79
0.8,358
0.34,9
0.72,286
0.48,223
0.26,13
0.72,4
0.54,281
0.56,80
0.26,2
0.6,22
0.28,5
0.34,36
0.58,40
0.48,421
0.38,45
0.6,26
0.6,244
0.5,48
0.22,199
0.7,135
0.72,412
0.36,187
0.6,122
0.78,200
0.22,121
0.36,236
0.5,266
0.6,20
0.24,513
0.7,30
0.7,893
0.3,141
0.42,246
0.66,426
0.42,408
0.5,194
0.44,110
0.46,156
0.34,25
0.24,63
0.3,18
0.62,456
0.4,192
0.68,280
0.6,330
0.6,66
0.64,130
0.2,7
0.42,525
0.6,76
0.52,797
0.64,694
0.62,59
0.62,33
0.62,108
0.82,151
0.36,320
0.82,346
0.26,69
0.58,14
0.66,92
0.56,770
0.32,11
0.8,455
0.66,161
0.24,89
0.6,461
0.26,26
0.5,5
0.68,437
0.8,831
0.24,122
0.56,17
0.34,106
0.32,104
0.74,229
0.32,20
0.48,34
0.3,65
0.62,334
0.14,3
0.22,38
0.44,4
0.66,43
0.76,192
0.46,324
0.66,227
0.6,16
0.42,654
0.56,69
0.76,202
0.38,93
0.56,185
0.36,11
0.18,64
0.7,121
0.52,139
0.74,180
0.48,193
0.72,184
0.36,85
0.48,203
0.24,87
0.52,552
0.2,67
0.7,116
0.46,515
0.34,386
0.38,72
0.18,1
0.56,288
0.64,7
0.3,34
0.6,388
0.84,180
0.38,498
0.24,117
0.66,176
0.4,163
0.28,58
0.28,332
0.66,254
0.54,474
0.44,85
0.6,7
0.3,3
0.34,82
0.66,185
0.8,244
0.62,246
0.56,612
0.74,349
0.6,105
0.46,56
0.76,214
0.42,184
0.38,8
0.36,396
0.42,74
0.62,104
0.16,3
0.76,186
0.64,420
0.36,278
0.5,5
0.7,220
0.24,8
0.24,9
0.86,514
0.32,379
0.24,9
0.82,480
0.62,37
0.6,264
0.8,390
0.64,45
0.64,479
0.82,269
0.6,801
0.36,103
0.66,478
0.56,31
0.2,17
0.54,6
0.28,65
0.6,192
0.64,486
0.34,123
0.52,22
0.32,624
0.48,606
0.6,5
0.34,83
0.64,212
0.64,88
0.56,138
0.86,242
0.2,72
0.44,33
0.3,142
0.46,148
0.72,616
0.12,156
0.36,112
0.54,180
0.56,36
0.22,39
0.52,386
0.72,472
0.24,62
0.7,163
0.34,238
0.48,160
0.3,6
0.24,4
0.48,226
0.22,144
0.5,172
0.28,3
0.2,166
0.16,72
0.76,207
0.12,1
0.3,23
0.26,301
0.32,10
0.3,137
0.74,290
0.46,287
0.3,4
0.52,192
0.36,256
0.5,166
0.28,13
0.7,40
0.42,148
0.26,74
0.52,392
0.82,451
0.76,492
0.86,166
0.22,72
0.3,20
0.56,465
0.3,225
0.8,263
0.64,186
0.62,26
0.56,157
0.7,19
0.34,7
0.2,110
0.32,306
0.56,415
0.82,315
0.74,204
0.34,74
0.26,136
0.42,296
0.54,123
0.42,382
0.72,316
0.2,119
0.54,206
0.44,44
0.34,91
0.3,57
0.2,178
0.26,40
0.22,85
0.64,139
0.38,267
0.56,4
0.18,74
0.6,106
0.34,118
0.54,291
0.44,4
0.24,4
0.52,6
0.48,341
0.5,144
0.32,2
0.16,97
0.22,118
0.62,9
0.74,8
0.7,492
0.7,544
0.76,185
0.86,210
0.62,645
0.64,54
0.66,171
0.42,134
0.36,314
0.82,217
0.24,3
0.82,84
0.64,21
0.26,20
0.5,33
0.52,29
0.5,6
0.58,449
0.72,400
0.44,5
0.52,6
0.7,172
0.4,250
0.72,835
0.62,150
0.52,566
0.56,202
0.78,354
0.68,350
0.54,691
0.5,10
0.52,90
0.4,228
0.4,410
0.66,28
0.8,585
0.7,458
0.22,256
0.44,182
0.18,44
0.52,37
0.24,17
0.56,540
0.7,229
0.4,9
0.46,25
0.2,10
0.72,8
0.24,93
0.28,18
0.18,60
0.5,158
0.42,23
0.6,10
0.78,155
0.76,872
0.34,214
0.54,30
0.68,115
0.6,23
0.74,455
0.36,51
0.78,190
0.38,425
0.6,75
0.7,810
0.24,32
0.72,218
0.8,119
0.6,8
0.38,50
0.3,81
0.2,41
0.62,66
0.3,1
0.76,183
0.36,244
0.66,9
0.18,20
0.3,8
0.8,317
0.7,163
0.5,20
0.36,2
0.68,347
0.46,50
0.7,4
0.34,233
0.32,2
0.74,629
0.9,430
0.74,326
0.64,73
0.66,162
0.26,124
0.36,2
0.72,11
0.24,157
0.52,7
0.72,418
0.24,20
0.68,15
0.36,107
0.34,129
0.4,13
0.76,93
0.24,5
0.72,584
0.62,280
0.54,16
0.44,9
0.66,14
0.6,186
0.64,135
0.36,25
0.42,30
0.44,3
0.5,9
0.42,24
0.38,5
0.42,45
0.28,2
0.38,207
0.42,50
0.68,369
0.74,153
0.28,115
0.6,16
0.56,223
0.36,234
0.66,90
0.7,402
0.4,6
0.62,78
0.56,17
0.56,41
0.68,159
0.78,323
0.64,308
0.76,313
0.22,26
0.26,363
0.24,108
0.52,204
0.28,551
0.36,141
0.32,16
0.32,295
0.34,44
0.26,41
0.76,417
0.22,21
0.66,141
0.8,482
0.28,63
0.22,49
0.9,738
0.66,183
0.46,22
0.92,376
0.6,625
0.96,421
0.38,228
0.82,312
0.14,18
0.42,322
0.26,114
0.52,348
0.72,365
0.74,6
0.68,187
0.72,607
0.6,89
0.32,55
0.46,137
0.44,18
0.6,702
0.34,113
0.62,111
0.84,417
0.66,60
0.54,36
0.18,76
0.52,564
0.54,462
0.54,9
0.72,274
0.44,69
0.42,70
0.66,4
0.62,301
0.54,8
0.4,120
0.5,350
0.6,10
0.32,20
0.62,20
0.7,104
0.52,354
0.38,592
0.74,359
0.68,224
0.34,126
0.66,672
0.18,83
0.8,661
0.6,86
0.14,45
0.44,232
0.62,478
0.36,86
0.6,210
0.64,125
0.42,8
0.46,184
0.34,6
0.44,44
0.42,445
0.66,505
0.54,207
0.44,79
0.48,164
0.6,153
0.54,610
0.32,224
0.52,138
0.34,417
0.36,358
0.74,433
0.78,285
0.3,75
0.5,5
0.58,8
0.74,140
0.68,198
0.26,202
0.46,304
0.26,21
0.46,44
0.4,67
0.38,34
0.24,355
0.78,123
0.66,314
0.52,20
0.2,2
0.22,5
0.22,62
0.54,29
0.26,41
0.82,238
0.38,113
0.44,365
0.52,30
0.46,183
0.24,124
0.7,671
0.38,204
0.34,3
0.44,109
0.3,102
0.06,7
0.16,223
0.3,39
0.34,116
0.66,11
0.36,201
0.66,185
0.62,12
0.34,20
0.62,6
0.4,17
0.68,159
0.16,5
0.34,5
0.52,117
0.3,270
0.54,10
0.44,64
0.4,250
0.52,97
0.54,105
0.44,155
0.52,118
0.5,123
0.46,159
0.86,94
0.44,145
0.86,551
0.66,316
0.36,142
0.46,17
0.14,94
0.3,56
0.26,5
0.5,116
0.7,193
0.8,275
0.66,270
0.32,95
0.78,361
0.54,222
0.56,4
0.86,256
0.34,13
0.3,3
0.44,322
0.74,190
0.64,317
0.52,178
0.7,167
0.38,638
0.28,13
0.76,280
0.7,121
0.8,234
0.66,270
0.7,216
0.48,173
0.42,62
0.84,147
0.54,207
0.36,3
0.28,11
0.46,137
0.32,24
0.66,70
0.7,623
0.48,6
0.9,450
0.26,2
0.76,300
0.7,607
0.74,13
0.32,258
0.62,52
0.44,167
0.58,362
0.66,7
0.22,112
0.44,262
0.48,62
0.66,68
0.24,46
0.52,40
0.44,20
0.86,161
0.24,638
0.6,51
0.6,207
0.44,46
0.66,369
0.24,52
0.28,30
0.34,381
0.72,408
0.58,417
0.5,276
0.42,29
0.36,12
0.46,21
0.8,394
0.42,11
0.48,247
0.6,456
0.7,492
0.2,17
0.68,135
0.46,84
0.82,791
0.66,248
0.62,220
0.66,580
0.34,7
0.58,476
0.7,39
0.26,44
0.62,29
0.52,59
0.26,2
0.14,84
0.48,492
0.88,523
0.1,18
0.38,196
0.36,215
0.62,56
0.3,90
0.44,194
0.28,41
0.2,9
0.52,96
0.64,192
0.48,82
0.4,234
0.56,251
0.74,4
0.16,63
0.66,248
0.62,152
0.46,226
0.14,170
0.32,78
0.62,485
0.24,125
0.5,206
0.4,29
0.62,591
0.34,79
0.6,3
0.84,67
0.5,168
0.5,576
0.6,5
0.32,134
0.6,450
0.1,33
0.8,409
0.4,14
0.6,247
0.72,288
0.16,161
0.6,213
0.36,116
0.5,10
0.5,481
0.52,49
0.58,539
0.42,104
0.22,20
0.8,492
0.82,374
0.5,176
0.68,331
0.32,50
0.26,1
0.44,65
0.62,12
0.88,158
0.56,295
0.24,6
0.48,487
0.82,321
0.42,5
0.64,591
0.52,312
0.66,963
0.22,41
0.62,3
0.46,398
0.34,37
0.7,198
0.66,123
0.56,6
0.94,104
0.64,39
0.76,214
0.6,415
0.38,228
0.74,277
0.46,246
0.16,88
0.46,182
0.4,52
0.8,383
0.4,308
0.76,213
0.6,38
0.56,332
0.38,140
0.74,460
0.72,296
0.84,332
0.54,369
0.3,20
0.54,449
0.28,101
0.54,121
0.6,377
0.72,499
0.5,313
0.34,91
0.6,218
0.74,4
0.4,105
0.16,108
0.84,292
0.6,390
0.74,451
0.82,320
0.38,158
0.18,29
0.76,330
0.38,49
0.3,21
0.7,145
0.34,184
0.04,3
0.3,93
0.34,87
0.44,113
0.68,277
0.48,75
0.28,118
0.26,5
0.66,98
0.24,104
0.22,121
0.62,655
0.24,21
0.44,138
0.54,152
0.8,142
0.46,112
0.54,464
0.64,185
0.24,96
0.8,430
0.4,355
0.72,542
0.44,152
0.36,21
0.38,351
0.66,163
0.64,75
0.6,402
0.68,389
0.7,130
0.5,827
0.26,115
0.72,342
0.72,145
0.68,296
0.84,154
0.58,54
0.82,333
0.36,6
0.44,4
0.54,94
0.84,164
0.56,87
0.58,513
0.66,404
0.44,164
0.52,453
0.36,127
0.66,21
0.5,228
0.24,2
0.26,344
0.94,215
0.66,77
0.7,194
0.16,160
0.36,292
0.66,8
0.42,398
0.72,374
0.22,183
0.46,11
0.18,91
0.22,8
0.4,323
0.5,165
0.62,668
0.3,126
0.52,421
0.26,7
0.44,5
0.22,4
0.24,241
0.56,172
0.4,224
0.62,241
0.78,191
0.34,103
0.34,3
0.66,116
0.56,126
0.6,511
0.9,249
0.34,154
0.26,7
0.36,92
0.52,409
0.36,72
0.64,233
0.76,333
0.74,238
0.7,152
0.7,183
0.66,5
0.36,13
0.36,191
0.84,293
0.4,308
0.76,443
0.38,24
0.18,62
0.42,138
0.4,118
0.24,64
0.72,252
0.44,12
0.52,154
0.64,189
0.24,12
0.52,347
0.16,145
0.76,12
0.28,311
0.18,19
0.7,105
0.32,116
0.62,20
0.58,405
0.72,318
0.2,103
0.28,129
0.32,4
0.4,357
0.44,82
0.54,221
0.6,71
0.3,20
0.72,569
0.78,640
0.58,276
0.54,268
0.92,236
0.2,69
0.36,107
0.62,425
0.74,317
0.7,394
0.1,25
0.76,171
0.6,50
0.5,128
0.16,42
0.26,134
0.5,235
0.3,108
0.28,9
0.62,575
0.6,480
0.64,45
0.2,33
0.78,29
0.36,206
0.72,244
0.46,180
0.68,404
0.24,51
0.88,527
0.24,56
0.34,201
0.34,299
0.4,404
0.38,3
0.6,232
0.56,2
0.36,39
0.36,75
0.32,10
0.64,356
0.6,434
0.34,9
0.3,37
0.6,5
0.78,862
0.3,149
0.64,761
0.38,66
0.28,1
0.16,5
0.72,421
0.5,113
0.62,522
0.4,299
0.34,89
0.62,230
0.54,31
0.36,171
0.42,17
0.5,259
0.76,75
0.44,6
0.36,386
0.32,224
0.16,38
0.5,74
0.52,361
0.28,244
0.18,69
0.66,191
0.4,69
0.3,1
0.74,268
0.8,37
0.74,389
0.56,392
0.72,92
0.5,180
0.64,225
0.2,34
0.74,123
0.16,78
0.54,632
0.26,87
0.62,193
0.62,608
0.7,643
0.66,39
0.52,703
0.36,146
0.66,41
0.76,288
0.44,5
0.56,105
0.38,86
0.92,369
0.64,83
0.58,568
0.68,52
0.68,392
0.8,513
0.38,359
0.36,111
0.4,112
0.2,3
0.74,499
0.3,357
0.72,360
0.74,188
0.7,609
0.46,129
0.86,206
0.32,248
0.74,14
0.54,5
0.52,132
0.74,404
0.3,64
0.46,95
0.42,98
0.52,300
0.4,46
0.82,162
0.46,184
0.66,125
0.64,16
0.6,217
0.12,2
0.82,101
0.88,247
0.9,249
0.74,402
0.7,7
0.7,410
0.26,179
0.68,686
0.7,586
0.36,124
0.64,530
0.34,296
0.34,254
0.24,12
0.5,403
0.7,90
0.56,25
0.8,435
0.4,81
0.8,853
0.72,271
0.56,193
0.22,185
0.34,2
0.4,218
0.28,136
0.38,5
0.4,69
0.4,6
0.54,361
0.46,654
0.22,52
0.7,41
0.48,18
0.44,86
0.36,89
0.14,179
0.3,25
0.16,96
0.36,87
0.3,43
0.44,220
0.56,7
0.42,266
0.22,110
0.36,446
0.68,653
0.66,116
0.54,248
0.82,334
0.8,60
0.4,158
0.44,70
0.42,2
0.76,247
0.24,98
0.58,72
0.26,9
0.3,95
0.48,43
0.32,5
0.72,410
0.52,527
0.3,224
0.82,146
0.52,195
0.16,56
0.56,347
0.84,488
0.62,5
0.6,94
0.44,376
0.52,55
0.24,97
0.7,363
0.62,239
0.66,120
0.6,8
0.3,15
0.46,417
0.5,283
0.74,182
0.3,118
0.36,36
0.4,484
0.34,112
0.54,28
0.64,305
0.18,34
0.8,539
0.4,149
0.4,585
0.36,107
0.34,118
0.34,178
0.54,683
0.5,49
0.6,78
0.46,11
0.72,398
0.76,151
0.46,22
0.28,149
0.62,378
0.68,20
0.64,226
0.7,204
0.44,207
0.56,513
0.7,185
0.4,1
0.4,27
0.24,44
0.1,17
0.6,482
0.4,82
0.3,81
0.86,285
0.42,6
0.22,40
0.66,154
0.34,46
0.46,329
0.7,6
0.7,117
0.54,259
0.4,79
0.48,124
0.9,284
0.86,237
0.4,136
0.74,314
0.64,86
0.6,366
0.62,285
0.32,122
0.5,190
0.12,1
0.48,198
0.8,357
0.54,127
0.62,229
0.16,85
0.7,13
0.36,110
0.24,445
0.1,63
0.32,88
0.44,115
0.64,179
0.42,406
0.7,158
0.5,512
0.46,432
0.64,377
0.72,491
0.22,56
0.62,226
0.5,53
0.38,568
0.42,24
0.24,68
0.76,294
0.38,29
0.32,19
0.7,108
0.44,162
0.52,81
0.32,6
0.58,5
0.72,423
0.24,29
0.86,338
0.62,199
0.24,108
0.22,4
0.82,167
0.56,77
0.3,127
0.64,249
0.3,35
0.94,156
0.36,30
0.32,7
0.54,292
0.3,272
0.3,28
0.52,240
0.36,20
0.56,108
0.3,159
0.48,32
0.6,160
0.48,139
0.74,274
0.44,300
0.44,108
0.34,88
0.5,1
0.6,671
0.64,11
0.2,24
0.6,34
0.4,78
0.74,597
0.72,298
0.22,163
0.22,2
0.62,538
0.62,220
0.64,231
0.94,214
0.84,483
0.22,105
0.54,185
0.4,38
0.28,163
0.66,485
0.64,115
0.42,24
0.8,165
0.7,226
0.28,30
0.64,199
0.24,280
0.38,37
0.64,285
0.26,1
0.54,159
0.78,10
0.54,54
0.52,5
0.46,5
0.32,79
0.8,240
0.16,33
0.42,106
0.66,258
0.52,29
0.36,78
0.62,323
0.66,260
0.76,96
0.36,20
0.62,136
0.52,137
0.88,615
0.34,216
0.4,116
0.66,206
0.44,421
0.34,8
0.5,362
0.32,76
0.56,406
0.24,15
0.42,93
0.7,138
0.34,62
0.42,142
0.58,129
0.78,543
0.2,272
0.38,285
0.32,515
0.2,223
0.6,380
0.58,444
0.3,3
0.38,168
0.28,15
0.64,594
0.4,430
0.52,12
0.34,38
0.4,185
0.22,4
0.4,11
0.6,3
0.3,84
0.42,408
0.58,2
0.34,59
0.66,352
0.32,73
0.36,213
0.18,69
0.26,116
0.28,56
0.48,67
0.36,107
0.84,357
0.46,10
0.24,15
0.42,143
0.34,21
0.54,26
0.22,54
0.32,100
0.74,442
0.76,262
0.2,184
0.16,95
0.56,102
0.48,197
0.62,51
0.64,282
0.32,26
0.3,8
0.6,106
0.22,49
0.3,62
0.22,105
0.72,359
0.36,254
0.58,200
0.56,272
0.54,390
0.22,249
0.84,483
0.3,153
0.7,218
0.7,291
0.96,148
0.56,188
0.74,285
0.64,194
0.24,100
0.46,225
0.54,78
0.74,374
0.62,41
0.7,13
0.32,47
0.74,383
0.56,374
0.24,3
0.26,115
0.6,305
0.7,643
0.3,10
0.74,153
0.82,303
0.26,57
0.54,4
0.32,148
0.76,525
0.3,109
0.74,126
0.66,6
0.3,138
0.54,117
0.4,67
0.46,61
0.3,39
0.16,32
0.34,27
0.32,3
0.6,4
0.7,416
0.68,352
0.72,181
0.54,472
0.52,455
0.66,42
0.68,602
0.52,159
0.34,321
0.72,5
0.68,160
0.6,297
0.24,3
0.72,150
0.36,237
0.2,448
0.5,375
0.2,76
0.5,170
0.42,134
0.78,312
0.58,304
0.68,9
0.32,57
0.82,213
0.22,3
0.82,70
0.24,16
0.38,160
0.3,74
0.46,195
0.52,432
0.36,95
0.5,134
0.2,57
0.34,240
0.34,167
0.9,772
0.28,46
0.8,43
0.38,334
0.6,587
0.54,56
0.54,3
0.58,127
0.18,17
0.38,14
0.3,18
0.78,145
0.34,63
0.7,76
0.7,284
0.4,204
0.74,420
0.48,23
0.86,490
0.36,109
0.46,120
0.5,10
0.26,7
0.78,98
0.16,444
0.66,21
0.34,103
0.46,195
0.28,41
0.7,114
0.74,301
0.38,19
0.4,20
0.14,49
0.3,288
0.4,101
0.36,6
0.1,3
0.46,283
0.5,4
0.42,67
0.24,16
0.48,29
0.74,326
0.68,27
0.7,523
0.36,70
0.56,60
0.52,655
0.46,333
0.68,500
0.3,114
0.26,7
0.36,11
0.8,366
0.68,36
0.42,95
0.3,111
0.54,163
0.54,59
0.46,126
0.6,576
0.2,12
0.66,250
0.22,5
0.72,337
0.82,858
0.16,41
0.64,31
0.7,80
0.44,20
0.48,43
0.24,33
0.54,229
0.6,6
0.66,245
0.4,176
0.4,201
0.74,333
0.66,26
0.22,244
0.74,168
0.64,215
0.4,161
0.32,88
0.68,13
0.72,343
0.62,74
0.52,239
0.58,170
0.58,94
0.2,48
0.46,268
0.5,418
0.54,169
0.22,64
0.66,51
0.72,214
0.6,790
0.24,194
0.66,570
0.36,135
0.46,99
0.46,217
0.62,263
0.66,29
0.7,7
0.24,14
0.5,256
0.62,32
0.4,315
0.86,208
0.26,192
0.24,3
0.34,560
0.7,548
0.42,13
0.5,205
0.22,47
0.6,691
0.34,136
0.2,106
0.44,140
0.3,332
0.76,319
0.54,529
0.54,192
0.64,276
0.76,115
0.54,34
0.62,341
0.22,3
0.22,24
0.58,69
0.76,303
0.84,174
0.6,27
0.3,329
0.48,447
0.7,308
0.7,213
0.72,261
0.66,805
0.76,552
0.26,28
0.82,154
0.62,30
0.68,668
0.6,409
0.54,4
0.36,3
0.72,387
0.6,276
0.2,4
0.9,106
0.7,245
0.38,7
0.76,432
0.6,207
0.74,438
0.4,52
0.44,335
0.56,40
0.24,102
0.64,96
0.54,457
0.7,187
0.7,380
0.5,76
0.52,226
0.42,237
0.66,383
0.14,16
0.56,730
0.88,492
0.52,27
0.7,69
0.74,172
0.3,117
0.8,334
0.62,596
0.76,386
0.68,852
0.24,6
0.36,235
0.56,54
0.3,306
0.74,389
0.62,105
0.66,465
0.3,147
0.56,17
0.36,237
0.4,106
0.7,467
0.22,71
0.24,139
0.4,384
0.56,188
0.64,153
0.64,122
0.42,14
0.18,27
0.86,480
0.72,628
0.62,438
0.76,243
0.42,122
0.52,17
0.66,24
0.16,69
0.36,398
0.34,173
0.28,178
0.46,99
0.26,13
0.12,50
0.34,50
0.64,343
0.7,396
0.38,201
0.46,5
0.52,547
0.24,37
0.26,57
0.28,27
0.2,35
0.6,436
0.26,193
0.32,51
0.56,640
0.82,128
0.4,29
0.52,57
0.3,5
0.78,413
0.34,9
0.72,867
0.5,387
0.44,366
0.58,444
0.7,306
0.08,6
0.56,723
0.56,148
0.92,241
0.66,495
0.32,22
0.42,94
0.36,280
0.56,124
0.34,396
0.64,394
0.36,268
0.26,373
0.5,332
0.6,155
0.6,125
0.92,389
0.54,303
0.26,53
0.3,22
0.26,12
0.26,145
0.46,97
0.76,90
0.52,88
0.4,157
0.34,166
0.22,11
0.2,9
0.68,187
0.6,251
0.48,189
0.3,19
0.4,62
0.66,292
0.14,106
0.34,45
0.76,198
0.42,198
0.3,69
0.76,5
0.1,10
0.14,12
0.9,401
0.82,646
0.32,142
0.62,97
0.3,177
0.64,495
0.58,162
0.74,390
0.2,149
0.56,188
0.56,223
0.26,282
0.38,56
0.5,167
0.66,47
0.24,276
0.8,483
0.46,263
0.76,216
0.44,32
0.5,400
0.44,506
0.36,24
0.28,2
0.36,3
0.7,120
0.2,124
0.8,419
0.26,41
0.4,509
0.34,42
0.6,93
0.56,342
0.72,626
0.6,23
0.36,332
0.76,123
0.26,253
0.82,48
0.4,550
0.64,113
0.48,97
0.14,31
0.72,258
0.7,4
0.66,566
0.66,568
0.46,234
0.4,495
0.44,276
0.5,313
0.66,49
0.66,6
0.6,519
0.24,42
0.62,21
0.54,702
0.38,33
0.2,210
0.78,581
0.72,193
0.74,159
0.38,121
0.4,36
0.44,1
0.76,180
0.7,704
0.4,30
0.54,47
0.54,283
0.52,187
0.42,312
0.72,628
0.5,153
0.4,184
0.22,72
0.54,177
0.28,112
0.8,186
0.5,258
0.8,214
0.6,489
0.52,439
0.3,82
0.64,316
0.3,3
0.44,23
0.62,826
0.66,34
0.76,555
0.44,33
0.26,130
0.64,90
0.52,421
0.66,229
0.62,72
0.24,190
0.12,6
0.68,28
0.64,4
0.38,98
0.48,194
0.14,235
0.52,167
0.24,21
0.66,683
0.62,448
0.3,176
0.16,2
0.84,402
0.5,27
0.78,267
0.5,25
0.32,112
0.42,34
0.62,14
0.42,177
0.9,276
0.34,94
0.56,6
0.3,83
0.76,99
0.26,29
